timestamp,pos_x,pos_y,heading_deg,sog_kts,rot_deg_min,u_mps,v_mps,r_rad_s,control_rpm,control_rudder_deg
85.09999999999944,344.57753623674887,999.8552812082627,359.97492728766315,7.750505643557203,-0.004581688696337754,3.9872136083163907,-0.0011865131414299402,-1.3327592175416748e-06,50.0,0.0
85.19999999999943,344.9762439323944,999.8549880092986,359.9749197056466,7.750241766599524,-0.004549209920316247,3.987077857745669,-0.0011872390270884947,-1.323311524565123e-06,50.0,0.0
85.29999999999943,345.3749380561814,999.8546946910468,359.9749121776923,7.7499779531604895,-0.004516772558234579,3.9869421398520526,-0.0011879636981651889,-1.3138758784153453e-06,50.0,0.0
85.39999999999942,345.77361861137695,999.8544012540069,359.97490470373134,7.749714203223064,-0.004484376578332546,3.9868064546267776,-0.0011886871564227974,-1.3044522698536721e-06,50.0,0.0
85.49999999999942,346.17228560124727,999.8541076986778,359.9748972836948,7.749450516770215,-0.0044520219486635735,3.986670802061082,-0.0011894094036219304,-1.295040689587222e-06,50.0,0.0
85.59999999999941,346.5709390290578,999.8538140255578,359.97488991751374,7.749186893784915,-0.004419708637096805,3.986535182146207,-0.0011901304415210322,-1.2856411282695072e-06,50.0,0.0
85.6999999999994,346.96957889807305,999.8535202351444,359.9748826051194,7.748923334250144,-0.0043874366113191956,3.986399594873396,-0.00119085027187638,-1.2762535765010447e-06,50.0,0.0
85.7999999999994,347.36820521155664,999.8532263279344,359.97487534644296,7.748659838148885,-0.004355205838837565,3.9862640402338956,-0.001191568896442083,-1.2668780248299508e-06,50.0,0.0
85.8999999999994,347.7668179727714,999.852932304424,359.9748681414158,7.748396405464132,-0.004323016286980555,3.9861285182189556,-0.0011922863169700813,-1.2575144637525124e-06,50.0,0.0
85.99999999999939,348.1654171849791,999.8526381651087,359.9748609899693,7.748133036178874,-0.004290867922900709,3.9859930288198275,-0.0011930025352101454,-1.2481628837137929e-06,50.0,0.0
86.09999999999938,348.5640028514408,999.8523439104832,359.97485389203473,7.747869730276117,-0.004258760713576411,3.9858575720277667,-0.0011937175529098743,-1.2388232751081923e-06,50.0,0.0
86.19999999999938,348.9625749754167,999.8520495410418,359.9748468475437,7.747606487738863,-0.004226694625813897,3.98572214783403,-0.001194431371814695,-1.229495628280037e-06,50.0,0.0
86.29999999999937,349.361133560166,999.8517550572776,359.97483985642765,7.747343308550124,-0.004194669626249223,3.985586756229878,-0.001195143993667862,-1.2201799335241484e-06,50.0,0.0
86.39999999999937,349.7596786089471,999.8514604596834,359.9748329186182,7.747080192692918,-0.0041626856813501804,3.9854513972065737,-0.0011958554202104558,-1.2108761810864027e-06,50.0,0.0
86.49999999999936,350.15821012501755,999.8511657487512,359.97482603404694,7.746817140150264,-0.004130742757418236,3.985316070755383,-0.0011965656531813826,-1.201584361164294e-06,50.0,0.0
86.59999999999935,350.5567281116339,999.8508709249725,359.97481920264556,7.74655415090519,-0.004098840820590451,3.985180776867574,-0.0011972746943173728,-1.1923044639074925e-06,50.0,0.0
86.69999999999935,350.955232572052,999.8505759888377,359.9748124243458,7.74629122494073,-0.004066979836841384,3.985045515534418,-0.0011979825453529813,-1.1830364794183987e-06,50.0,0.0
86.79999999999934,351.35372350952673,999.8502809408369,359.9748056990795,7.746028362239921,-0.004035159771984948,3.9849102867471897,-0.001198689208020586,-1.173780397752683e-06,50.0,0.0
86.89999999999934,351.75220092731206,999.8499857814593,359.97479902677856,7.745765562785804,-0.004003380591676322,3.984775090497165,-0.0011993946840503872,-1.1645362089198419e-06,50.0,0.0
86.99999999999933,352.1506648286612,999.8496905111934,359.9747924073748,7.74550282656143,-0.003971642261413775,3.9846399267756234,-0.0012000989751704072,-1.1553039028837285e-06,50.0,0.0
87.09999999999933,352.54911521682646,999.8493951305273,359.9747858408002,7.745240153549851,-0.003939944746540475,3.984504795573847,-0.0012008020831064895,-1.1460834695630793e-06,50.0,0.0
87.19999999999932,352.94755209505917,999.8490996399481,359.9747793269869,7.744977543734127,-0.003908288012246355,3.984369696883121,-0.0012015040095822984,-1.136874898832056e-06,50.0,0.0
87.29999999999932,353.3459754666099,999.8488040399424,359.97477286586684,7.744714997097321,-0.003876672023569937,3.984234630694733,-0.001202204756319318,-1.127678180520777e-06,50.0,0.0
87.39999999999931,353.74438533472835,999.8485083309959,359.97476645737225,7.744452513622504,-0.0038450967454000526,3.9840995969999735,-0.0012029043250368523,-1.1184933044158174e-06,50.0,0.0
87.4999999999993,354.1427817026633,999.8482125135938,359.9747601014353,7.74419009329275,-0.0038135621424776347,3.9839645957901353,-0.001203602717452024,-1.1093202602607304e-06,50.0,0.0
87.5999999999993,354.5411645736626,999.8479165882208,359.97475379798834,7.74392773609114,-0.003782068179397563,3.9838296270565143,-0.0012042999352797747,-1.1001590377565843e-06,50.0,0.0
87.69999999999929,354.93953395097344,999.8476205553604,359.97474754696367,7.74366544200076,-0.003750614820610318,3.983694690790409,-0.0012049959802328638,-1.0910096265624422e-06,50.0,0.0
87.79999999999929,355.33788983784194,999.8473244154959,359.9747413482936,7.743403211004699,-0.0037192020304237174,3.983559786983121,-0.001205690854021869,-1.0818720162958698e-06,50.0,0.0
87.89999999999928,355.7362322375134,999.8470281691098,359.9747352019107,7.743141043086053,-0.0036878297730046977,3.9834249156259536,-0.001206384558355185,-1.0727461965334512e-06,50.0,0.0
87.99999999999928,356.13456115323226,999.8467318166837,359.9747291077473,7.742878938227925,-0.0036564980123810226,3.983290076710214,-0.0012070770949390238,-1.0636321568112871e-06,50.0,0.0
88.09999999999927,356.5328765882421,999.8464353586988,359.97472306573616,7.742616896413422,-0.0036252067124428774,3.9831552702272117,-0.0012077684654774143,-1.0545298866254583e-06,50.0,0.0
